subject,file,window_idx,alpha_power,beta_power,theta_power,alpha_beta_ratio,theta_beta_ratio,alpha_rel_power,beta_rel_power,theta_rel_power
Subject28,Subject28_2.edf,10,4.123809251318093e-11,4.4784779995886475e-11,4.397964221285715e-11,0.9208059639227587,0.9820220668025326,0.17914446059795475,0.19455180311254172,0.19105416379273762
Subject29,Subject29_2.edf,1,1.4380338728894262e-10,1.8640591306281386e-10,1.110614167280697e-10,0.7714529272496022,0.5958041507548365,0.2031460701911659,0.26332918447198833,0.1568926211232967
Subject29,Subject29_2.edf,2,1.5067132196121757e-10,1.8692906689114293e-10,1.1089591989913158e-10,0.8060347407017238,0.5932513425732295,0.21283921779995246,0.2640571268859421,0.15665224504111475
Subject29,Subject29_2.edf,3,1.6450177487215794e-10,1.7449001213257817e-10,1.1229691703441516e-10,0.942757541601687,0.6435721773524294,0.23565426550403565,0.24996274768979684,0.1608690697877185
Subject29,Subject29_2.edf,4,1.500034898532404e-10,1.8029133586870902e-10,1.169467960568352e-10,0.8320060924196341,0.6486545539936411,0.2109603673188137,0.253556277100448,0.16447043383487917
Subject29,Subject29_2.edf,5,1.3704279671521842e-10,1.6294023887725012e-10,1.2566363055870875e-10,0.8410617147705217,0.7712252751352388,0.19598725507755688,0.2330236314834884,0.17971371430386582
Subject29,Subject29_2.edf,6,1.3232186729059386e-10,1.6866472229324934e-10,1.1918495708598137e-10,0.7845260436888047,0.7066383264116141,0.19016429662104642,0.242393860791291,0.17128479212200765
Subject29,Subject29_2.edf,7,1.2792768857427658e-10,1.5578452548708298e-10,1.0873657843121744e-10,0.8211835429372208,0.6979934501917743,0.19856872970637543,0.24180797510399685,0.16878038282672542
Subject29,Subject29_2.edf,8,1.7166657927468335e-10,1.7087830599461043e-10,1.1922811421052821e-10,1.0046130682036243,0.6977369860764462,0.23167893736089987,0.2306150942025582,0.1609086807726287
Subject29,Subject29_2.edf,9,1.2855980007459567e-10,1.4704267062665468e-10,1.058731988038122e-10,0.8743026736845149,0.7200168383273391,0.1980850680563669,0.2265634934199507,0.1631295302126298
Subject29,Subject29_2.edf,10,1.5741109663125695e-10,1.8074677997175705e-10,1.1537818549245872e-10,0.8708929512097174,0.6383415821321263,0.21835815698134864,0.25072904388310563,0.160050774558817
Subject30,Subject30_2.edf,1,9.026562892472371e-11,1.7103005146145603e-10,1.2813329532043519e-10,0.5277764238120826,0.7491858549157473,0.1551345157957655,0.29393983663620776,0.2202155678040924
Subject30,Subject30_2.edf,2,9.340430813725191e-11,1.6369029569092675e-10,1.2428986838506314e-10,0.5706160389227597,0.7592989423132458,0.19557447413935944,0.3427426864982198,0.2602441593436987
Subject30,Subject30_2.edf,3,8.936468568108267e-11,1.6098935080226152e-10,1.241717697975657e-10,0.5550968758849564,0.7713042457701579,0.18422920045740174,0.33188657414743433,0.25598552375402844
Subject30,Subject30_2.edf,4,9.386910312579012e-11,1.7568952620187595e-10,1.305330192286428e-10,0.534289693615144,0.7429755321820034,0.1871803533255033,0.35033495042547425,0.2602902962343225
Subject30,Subject30_2.edf,5,9.975729702103649e-11,1.749343711993613e-10,1.310642024506039e-10,0.5702555554811445,0.7492192732166887,0.19138719114726024,0.3356165307075004,0.2514503732161799
Subject30,Subject30_2.edf,6,9.359853805265732e-11,1.5730217554626634e-10,1.1580223850887478e-10,0.5950237987975427,0.7361769670808817,0.20256813565701287,0.34043703136979375,0.2506219012358337
Subject30,Subject30_2.edf,7,1.0680976357118339e-10,1.709099283550545e-10,1.2697598734188864e-10,0.6249476820872155,0.7429409664142161,0.209536812999839,0.3352869672226367,0.2490984234544773
Subject30,Subject30_2.edf,8,9.175701621492577e-11,1.6797039020022436e-10,1.248411728141657e-10,0.5462689948243223,0.7432332130999536,0.19245146410428007,0.3523016424649391,0.2618422817096077
Subject30,Subject30_2.edf,9,1.0390741263795744e-10,1.4289502021962058e-10,1.1239443615241819e-10,0.7271590883871134,0.7865525053264633,0.23178664290373746,0.3187564407918705,0.2507186770937922
Subject30,Subject30_2.edf,10,8.534498822603961e-11,1.5236461583267047e-10,1.2111902753881323e-10,0.5601365366862276,0.7949288414301409,0.1869239808003948,0.33371145882794684,0.26527686333806194
Subject31,Subject31_2.edf,1,5.5012535898108024e-11,4.537562751682161e-11,9.876194798112319e-11,1.2123807186515234,2.1765417556927504,0.11807583038936,0.09739170919898037,0.21197712172986652
Subject31,Subject31_2.edf,2,6.876020538084963e-11,4.6586601589841247e-11,9.55616113205609e-11,1.4759652568399322,2.0512681341709893,0.1531656489134968,0.10377320753567544,0.21286667379864382
Subject31,Subject31_2.edf,3,4.8313943886788625e-11,4.431409513353011e-11,9.457436781139649e-11,1.0902613207198728,2.1341825332643904,0.11391904273927865,0.1044878329390432,0.22299610799715364
Subject31,Subject31_2.edf,4,4.4384310656341184e-11,4.209183152609928e-11,9.618310514957894e-11,1.0544637533489232,2.285077689953692,0.10127571019165055,0.09604475248201186,0.2194697211337698
Subject31,Subject31_2.edf,5,4.910059217216602e-11,4.846507080122251e-11,9.179344349625729e-11,1.013112977252217,1.894012367643995,0.11495204864914636,0.11346419523804874,0.2149025890656372
Subject31,Subject31_2.edf,6,4.116527539333719e-11,3.8083003462114195e-11,9.23643786943181e-11,1.0809356314107237,2.4253438620250685,0.09747577164287262,0.09017722129823537,0.21871077017015145
Subject31,Subject31_2.edf,7,6.133958098026939e-11,4.825106256802632e-11,8.917388904495215e-11,1.2712586566107293,1.8481228039119584,0.13990068004608266,0.11004894977004,0.2033839736165726
Subject31,Subject31_2.edf,8,6.782440082793738e-11,6.328641093956592e-11,9.482771531728007e-11,1.07170559715742,1.4983898424550237,0.13826249867642168,0.12901164185681926,0.19330973371670335
Subject31,Subject31_2.edf,9,7.037137060436529e-11,6.079132215341979e-11,1.0498367914403045e-10,1.1575890786972556,1.7269517329970532,0.14230600554206033,0.12293309271905944,0.2122995175138671
Subject31,Subject31_2.edf,10,6.823395324674891e-11,4.53486128614064e-11,9.140902084567367e-11,1.5046535922782085,2.015696072667895,0.15209863118989983,0.10108548038595783,0.2037576058177227
Subject32,Subject32_2.edf,1,1.6280190632499316e-10,2.522774136556624e-10,1.2996169650558404e-10,0.6453289018857795,0.5151539118082561,0.22597471946197004,0.3501698417684795,0.18039136378431028
Subject32,Subject32_2.edf,2,2.263113946546846e-10,3.033965047660437e-10,1.6156160449554812e-10,0.7459261761410163,0.5325097750223989,0.25045010786088706,0.3357572315756081,0.17879400784847058
Subject32,Subject32_2.edf,3,1.8656815707801262e-10,2.596420209435429e-10,1.166254120253504e-10,0.7185591777479671,0.44917772401220707,0.2616013107448517,0.3640636969730665,0.16352930280183187
Subject32,Subject32_2.edf,4,1.7833472108670592e-10,2.57796052269349e-10,1.2152261594736608e-10,0.6917666873361554,0.4713905231581961,0.2526730986497688,0.36525768481676746,0.1721790111333275
Subject32,Subject32_2.edf,5,1.7694774064082905e-10,2.552956351204582e-10,1.1555331772195852e-10,0.6931091499364584,0.45262551264316003,0.25354913305921806,0.36581414786179417,0.16557681620806533
Subject32,Subject32_2.edf,6,1.61617087795041e-10,2.399154700658679e-10,1.1583890795411562e-10,0.6736417945481783,0.482832173858203,0.23763720151230813,0.35276493150442806,0.17032625873922308
Subject32,Subject32_2.edf,7,1.8181406971068815e-10,2.5825462445975065e-10,1.2586655758609153e-10,0.704010896575539,0.4873738770385814,0.2511394058230867,0.3567265890978151,0.1738592207713511
Subject32,Subject32_2.edf,8,1.7506330001568555e-10,2.6597547311754124e-10,1.2378210620971564e-10,0.6581933964201303,0.4653891757719074,0.23997889635499114,0.3646024066182071,0.16968201350050127
Subject32,Subject32_2.edf,9,1.7107325612495228e-10,2.4822934426092137e-10,1.1710535606739457e-10,0.6891741854062668,0.4717627418952595,0.24466061524755717,0.35500548399579157,0.16747836051770829
Subject32,Subject32_2.edf,10,1.7063603346271969e-10,2.562214321104595e-10,1.1632715583484233e-10,0.6659709613564133,0.45401024760759506,0.24035083668942608,0.36090287810731664,0.16385360505179652
Subject33,Subject33_2.edf,1,3.8345620624497194e-11,4.0780816905325244e-11,1.8489626442455248e-11,0.9402857405607769,0.45339029096400557,0.2498768632931674,0.2657456691240935,0.1204865062465971
Subject33,Subject33_2.edf,2,3.8166524246179845e-11,4.235764907324214e-11,2.3449462843254897e-11,0.9010538847466423,0.5536063345420229,0.22139049340568237,0.24570172456215844,0.13602203112551026
Subject33,Subject33_2.edf,3,3.6095531480816433e-11,4.2532437752741206e-11,2.3100502367314923e-11,0.8486588916124396,0.5431266954790547,0.21223418949039022,0.2500818545448199,0.13582613125820167
Subject33,Subject33_2.edf,4,3.3736512654228366e-11,3.997292434149385e-11,2.6113176020284962e-11,0.8439841019889609,0.6532715944722165,0.21401103915491768,0.2535723583543483,0.1656516188562254
Subject33,Subject33_2.edf,5,3.701246433008712e-11,4.516437479333604e-11,2.1052205573830698e-11,0.8195057387476173,0.46612414475262326,0.24038395409557356,0.2933279692012071,0.13672724877593648
Subject33,Subject33_2.edf,6,3.655125641416298e-11,3.981295417240326e-11,1.899407483620711e-11,0.9180744602845584,0.4770827794882159,0.23567626049814036,0.2567071307321763,0.12247055144415149
Subject33,Subject33_2.edf,7,3.8938659545317453e-11,4.4260500835634394e-11,2.2791633114550387e-11,0.8797609337933137,0.514942955552837,0.23058918472435416,0.26210436934282827,0.13496879861270838
Subject33,Subject33_2.edf,8,4.14076494536733e-11,3.791141584730694e-11,2.0910090486372948e-11,1.0922211299216016,0.5515512944858352,0.26377859482089355,0.2415065846966605,0.1332032694162961
Subject33,Subject33_2.edf,9,4.3287655031982554e-11,3.950494071047308e-11,2.112016564411544e-11,1.095752942631468,0.5346208667645542,0.2789105261418959,0.25453778428565094,0.13608121085912384
Subject33,Subject33_2.edf,10,4.090736787913701e-11,3.979238292025332e-11,2.1698956280989495e-11,1.0280200600481304,0.5453042690224332,0.24156030608824952,0.23497625725021362,0.12813355619745498
Subject34,Subject34_2.edf,1,8.580918759676121e-11,1.1176514499914791e-10,1.0868987389442198e-10,0.7677633988433104,0.9724845245380447,0.18242295938186706,0.237603094464649,0.2310653323492223
Subject34,Subject34_2.edf,2,8.26302965060193e-11,1.0575421204646936e-10,1.0377824040130647e-10,0.7813428411693976,0.9813154331451628,0.181991115946047,0.232920948854756,0.2285689218139872
Subject34,Subject34_2.edf,3,9.045929585238902e-11,1.1405217206632393e-10,9.963823305978923e-11,0.7931396150858476,0.8736197764111615,0.20406535560070888,0.25728806343713057,0.22477194045320675
Subject34,Subject34_2.edf,4,8.522807827624166e-11,1.1046296407708714e-10,1.0091392582391923e-10,0.7715534250625831,0.9135543905330654,0.20174650924271512,0.2614809327381974,0.23887705414366137
Subject34,Subject34_2.edf,5,7.689183105819554e-11,9.628346453621042e-11,9.098058238731464e-11,0.7985985073197895,0.9449242694533341,0.1921486085780418,0.24060727238637086,0.22735565108485087
Subject34,Subject34_2.edf,6,7.250077318994999e-11,8.139521893221592e-11,8.369342594654458e-11,0.8907252064808251,1.0282351598100934,0.19440358088339038,0.21825314863543763,0.22441556116621528
Subject34,Subject34_2.edf,7,7.881088341458105e-11,9.054390434507142e-11,8.795056980241962e-11,0.8704162249755134,0.97135826468485,0.19402853383584392,0.2229146565383732,0.21652999394793354
Subject34,Subject34_2.edf,8,7.136395805873902e-11,8.529636853950399e-11,9.44543657443415e-11,0.8366588083487712,1.1073667890163001,0.17728970340797132,0.21190203418508205,0.2346532751815566
Subject34,Subject34_2.edf,9,8.77031600879796e-11,9.63524626738802e-11,9.86072165384833e-11,0.9102326775478952,1.0234011025980174,0.20223429801496753,0.2221786835425124,0.22737790971118318
Subject34,Subject34_2.edf,10,7.734146542765151e-11,9.33305567404782e-11,1.0329152089125676e-10,0.828683210823577,1.1067277909685758,0.17526454857720183,0.2114976462513549,0.23407032283081528
Subject35,Subject35_2.edf,1,6.7339437680528316e-12,1.321374504773647e-11,1.6250502259119246e-11,0.5096165957285792,1.2298180569105936,0.09155309481906197,0.17965092892662188,0.2209379563347213
Subject35,Subject35_2.edf,2,9.205747388247551e-12,1.1138076108451974e-11,2.057694036887468e-11,0.8265114458377509,1.847441171034929,0.12885662792157856,0.15590422682044006,0.28802388736644896
Subject35,Subject35_2.edf,3,7.15802115944114e-12,9.856104031035773e-12,1.6948024400810518e-11,0.7262525980753987,1.7195460140683456,0.10657471087326063,0.14674606487562084,0.25233661093708865
Subject35,Subject35_2.edf,4,8.962638614385773e-12,1.1140175146013641e-11,1.472127401453981e-11,0.8045330075077797,1.3214580400746765,0.1365951519907352,0.1697819116382423,0.2243596721936036
Subject35,Subject35_2.edf,5,7.2339810109668935e-12,9.856029675317576e-12,1.471497887335923e-11,0.7339650193102533,1.492992549546589,0.11490632895676345,0.15655559315993992,0.23373633417763726
Subject35,Subject35_2.edf,6,1.0440627395439156e-11,1.3138755324076717e-11,1.9661656079648335e-11,0.7946435669067333,1.4964626096368832,0.13024683705611087,0.16390598562713568,0.2452791789866889
Subject35,Subject35_2.edf,7,9.415665374075218e-12,1.0301076854409208e-11,2.191728776603215e-11,0.9140467066843595,2.1276695704537736,0.12416163128751821,0.13583729406772424,0.28901687712067775
Subject35,Subject35_2.edf,8,8.17544311806031e-12,1.1026591108360881e-11,1.9374236288531302e-11,0.7414297889273598,1.7570467697710168,0.11163774768740387,0.15057089606409296,0.26456010655094203
Subject35,Subject35_2.edf,9,1.1504669492010626e-11,1.4105867539912679e-11,2.3168494925220743e-11,0.81559460695757,1.6424721740556034,0.1339550774691539,0.16424223054741546,0.26976329347895506
Subject35,Subject35_2.edf,10,1.0488625319250563e-11,1.3240176226903624e-11,2.4740688883286257e-11,0.7921817005681544,1.868607219367213,0.09397590192384209,0.11862922591678446,0.2216714279760475
